Group 1,Group 2,Sample size,Permutations,pseudo-F,p-value,q-value
Not provided,female,292,999,1.1395604442169696,0.236,0.332
Not provided,male,219,999,1.0468140420784842,0.332,0.332
Not provided,other,4,999,1.7580488225742468,0.244,0.332
female,male,505,999,1.247617709904943,0.091,0.332
female,other,290,999,1.094720538202021,0.239,0.332
male,other,217,999,1.0865262352583585,0.313,0.332
